SAMPID	SMTSD
GTEX-1KANB-0003-SM-DE1KX	Whole Blood
GTEX-1KANB-0003-SM-DJWWC	Whole Blood
GTEX-1KANB-0005-SM-9WPO2	Whole Blood
GTEX-1KANB-0006-SM-9WPO3	Whole Blood
GTEX-1KANB-0006-SM-COH26	Whole Blood
GTEX-1KANB-0006-SM-DIPE6	Whole Blood
GTEX-1KANB-0006-SM-G6EFU	Whole Blood
GTEX-1KANB-0008-SM-G5WBD	Cells - Cultured fibroblasts
GTEX-1KANB-0011-R10b-SM-F3423	Brain - Frontal Cortex (BA9)
GTEX-1KANB-0011-R10b-SM-G5T14	Brain - Frontal Cortex (BA9)
GTEX-1KANB-0011-R11a-SM-F2I2J	Brain - Cerebellar Hemisphere
GTEX-1KANB-0011-R11a-SM-G6JJ3	Brain - Cerebellar Hemisphere
GTEX-1KANB-0011-R1a-SM-F3K5M	Brain - Hippocampus
GTEX-1KANB-0011-R1a-SM-G7UGK	Brain - Hippocampus
GTEX-1KANB-0011-R3a-SM-G834H	Brain - Anterior cingulate cortex (BA24)
GTEX-1KANB-0011-R8a-SM-F3K5N	Brain - Hypothalamus
GTEX-1KANB-0011-R8a-SM-G63G8	Brain - Hypothalamus
GTEX-1KANB-0011-R9b-SM-EZ6MO	Brain - Spinal cord (cervical c-1)
GTEX-1KANB-0011-R9b-SM-G78GE	Brain - Spinal cord (cervical c-1)
GTEX-1KANB-0126-SM-E6CJT	Muscle - Skeletal
GTEX-1KANB-0126-SM-G78I8	Muscle - Skeletal
GTEX-1KANB-0226-SM-G8FGA	Artery - Tibial
GTEX-1KANB-0226-SM-GMXAS	Artery - Tibial
GTEX-1KANB-0326-SM-D4P3H	Nerve - Tibial
GTEX-1KANB-0326-SM-GEJGZ	Nerve - Tibial
GTEX-1KANB-0426-SM-G78IK	Adipose - Subcutaneous
GTEX-1KANB-0426-SM-HLJRU	Adipose - Subcutaneous
GTEX-1KANB-0526-SM-E6CJH	Skin - Sun Exposed (Lower leg)
GTEX-1KANB-0526-SM-G78I6	Skin - Sun Exposed (Lower leg)
GTEX-1KANB-0626-SM-G7UE2	Thyroid
GTEX-1KANB-0626-SM-HAUZH	Thyroid
GTEX-1KANB-1026-SM-D3L9F	Lung
GTEX-1KANB-1026-SM-G6OKW	Lung
GTEX-1KANB-1126-SM-DHXJT	Heart - Atrial Appendage
GTEX-1KANB-1126-SM-G6UDH	Heart - Left Ventricle
GTEX-1KANB-1526-SM-CXZK4	Colon - Transverse
GTEX-1KANB-1526-SM-G89ZB	Colon - Transverse
GTEX-1KANB-1626-SM-CY8I5	Esophagus - Gastroesophageal Junction
GTEX-1KANB-1626-SM-G76T4	Esophagus - Gastroesophageal Junction
GTEX-1KANB-1826-SM-DHXJU	Esophagus - Mucosa
GTEX-1KANB-1826-SM-G71M4	Esophagus - Mucosa
GTEX-1KANB-1926-SM-D3L9H	Esophagus - Muscularis
GTEX-1KANB-1926-SM-G832W	Esophagus - Muscularis
GTEX-1KANB-2026-SM-DIPEY	Prostate
GTEX-1KANB-2026-SM-G7PMW	Prostate
GTEX-1KANB-2126-SM-DHXJV	Testis
GTEX-1KANB-2126-SM-G836J	Testis
GTEX-1KANB-2226-SM-DHXJW	Liver
GTEX-1KANB-2226-SM-G6ON3	Liver
GTEX-1KANB-2426-SM-EV7BE	Adipose - Visceral (Omentum)
GTEX-1KANB-2426-SM-G6DME	Adipose - Visceral (Omentum)
GTEX-1KANB-2626-SM-EV7BF	Adrenal Gland
GTEX-1KANB-2626-SM-G6ONK	Adrenal Gland
GTEX-1KANB-2826-SM-CY8I6	Skin - Not Sun Exposed (Suprapubic)
GTEX-1KANB-2826-SM-G8327	Skin - Not Sun Exposed (Suprapubic)
GTEX-1KANB-3126-SM-D3L9G	Pituitary
GTEX-1KANB-3126-SM-G5WNQ	Pituitary
GTEX-1KANB-3226-SM-D4P3G	Brain - Cerebellum
GTEX-1KANB-3226-SM-G6V1G	Brain - Cerebellum
GTEX-1KANC-0002-SM-G711L	Cells - EBV-transformed lymphocytes
GTEX-1KANC-0002-SM-HK7AC	Cells - EBV-transformed lymphocytes
GTEX-1KANC-0004-SM-DE1KF	Whole Blood
GTEX-1KANC-0004-SM-DJWYC	Whole Blood
GTEX-1KANC-0005-SM-9YFLD	Whole Blood
GTEX-1KANC-0006-SM-9YFL8	Whole Blood
GTEX-1KANC-0008-SM-G6728	Cells - Cultured fibroblasts
GTEX-1KANC-0226-SM-E9TIW	Heart - Atrial Appendage
GTEX-1KANC-0226-SM-G7PNX	Heart - Atrial Appendage
GTEX-1KANC-0326-SM-D3LA7	Artery - Aorta
GTEX-1KANC-0326-SM-G8FFV	Artery - Aorta
GTEX-1KANC-0426-SM-CXZK5	Heart - Left Ventricle
GTEX-1KANC-0426-SM-G89ZA	Heart - Left Ventricle
GTEX-1KANC-0526-SM-D4P3T	Adipose - Visceral (Omentum)
GTEX-1KANC-0526-SM-G8FFX	Adipose - Visceral (Omentum)
GTEX-1KANC-0826-SM-D3LA8	Thyroid
GTEX-1KANC-0826-SM-G6DMN	Thyroid
GTEX-1KANC-0926-SM-D3LA9	Colon - Transverse
GTEX-1KANC-0926-SM-G7UDQ	Colon - Transverse
GTEX-1KANC-1026-SM-D3LAA	Ovary
GTEX-1KANC-1026-SM-GADTM	Ovary
GTEX-1KANC-1026-SM-GW1SK	Ovary
GTEX-1KANC-1126-SM-CY8I7	Uterus
GTEX-1KANC-1126-SM-G6UZO	Uterus
GTEX-1KANC-1226-SM-CYPT7	Skin - Not Sun Exposed (Suprapubic)
GTEX-1KANC-1226-SM-G66YY	Skin - Not Sun Exposed (Suprapubic)
GTEX-1KANC-1326-SM-CYPT8	Minor Salivary Gland
GTEX-1KANC-1326-SM-G8KRS	Minor Salivary Gland
GTEX-1KANC-1426-SM-CYPT9	Breast - Mammary Tissue
GTEX-1KANC-1426-SM-G8FEG	Breast - Mammary Tissue
GTEX-1KANC-1526-SM-D3LAB	Skin - Sun Exposed (Lower leg)
GTEX-1KANC-1526-SM-G7PPV	Skin - Sun Exposed (Lower leg)
GTEX-1KANC-1626-SM-E6CIA	Muscle - Skeletal
GTEX-1KANC-1626-SM-G6OL9	Muscle - Skeletal
GTEX-1KANC-1726-SM-E6CIB	Artery - Tibial
GTEX-1KANC-1726-SM-G833S	Artery - Tibial
GTEX-1KANC-1826-SM-CYPTA	Nerve - Tibial
GTEX-1KANC-1826-SM-G6JGO	Nerve - Tibial
GTEX-1KANC-1926-SM-G671S	Adipose - Subcutaneous
GTEX-1KANC-1926-SM-GMXAO	Adipose - Subcutaneous
GTEX-1KD4Q-0002-SM-DE1NB	Whole Blood
GTEX-1KD4Q-0002-SM-DJWYV	Whole Blood
GTEX-1KD4Q-0006-SM-COH2C	Whole Blood
GTEX-1KD4Q-0006-SM-DIPEA	Whole Blood
GTEX-1KD4Q-0006-SM-G66Z2	Whole Blood
GTEX-1KD4Q-0008-SM-G6725	Cells - Cultured fibroblasts
GTEX-1KD4Q-0011-R10a-SM-F341M	Brain - Frontal Cortex (BA9)
GTEX-1KD4Q-0011-R10a-SM-G63DY	Brain - Frontal Cortex (BA9)
GTEX-1KD4Q-0011-R11b-SM-EXOIE	Brain - Cerebellar Hemisphere
GTEX-1KD4Q-0011-R11b-SM-G63E3	Brain - Cerebellar Hemisphere
GTEX-1KD4Q-0011-R1a-SM-F3K4Z	Brain - Hippocampus
GTEX-1KD4Q-0011-R1a-SM-G6UFH	Brain - Hippocampus
GTEX-1KD4Q-0011-R2a-SM-F649I	Brain - Substantia nigra
GTEX-1KD4Q-0011-R2a-SM-G7UH8	Brain - Substantia nigra
GTEX-1KD4Q-0011-R3b-SM-EXOID	Brain - Anterior cingulate cortex (BA24)
GTEX-1KD4Q-0011-R3b-SM-G7UCU	Brain - Anterior cingulate cortex (BA24)
GTEX-1KD4Q-0011-R5a-SM-EY5Y8	Brain - Caudate (basal ganglia)
GTEX-1KD4Q-0011-R5a-SM-G6LBU	Brain - Caudate (basal ganglia)
GTEX-1KD4Q-0011-R6a-SM-F2TAK	Brain - Nucleus accumbens (basal ganglia)
GTEX-1KD4Q-0011-R6a-SM-G6UF6	Brain - Nucleus accumbens (basal ganglia)
GTEX-1KD4Q-0011-R7b-SM-G63FU	Brain - Putamen (basal ganglia)
GTEX-1KD4Q-0011-R8a-SM-F341N	Brain - Hypothalamus
GTEX-1KD4Q-0011-R8a-SM-G6DM4	Brain - Hypothalamus
GTEX-1KD4Q-0011-R9a-SM-G5WMP	Brain - Spinal cord (cervical c-1)
GTEX-1KD4Q-0011-R9a-SM-G8LLU	Brain - Spinal cord (cervical c-1)
GTEX-1KD4Q-0126-SM-G8F2E	Adipose - Subcutaneous
GTEX-1KD4Q-0126-SM-G8OLA	Adipose - Subcutaneous
GTEX-1KD4Q-0126-SM-GMXC1	Adipose - Subcutaneous
GTEX-1KD4Q-0226-SM-E9TJ9	Skin - Sun Exposed (Lower leg)
GTEX-1KD4Q-0226-SM-G7UGQ	Skin - Sun Exposed (Lower leg)
GTEX-1KD4Q-0326-SM-E9TJA	Muscle - Skeletal
GTEX-1KD4Q-0326-SM-G78IN	Muscle - Skeletal
GTEX-1KD4Q-0426-SM-E9TJB	Nerve - Tibial
GTEX-1KD4Q-0426-SM-G833N	Nerve - Tibial
GTEX-1KD4Q-0526-SM-G7PLZ	Artery - Tibial
GTEX-1KD4Q-0526-SM-G8LM7	Artery - Tibial
GTEX-1KD4Q-0626-SM-G8A5E	Heart - Atrial Appendage
GTEX-1KD4Q-0626-SM-G8LMJ	Heart - Atrial Appendage
GTEX-1KD4Q-0726-SM-DIPGE	Heart - Left Ventricle
GTEX-1KD4Q-0726-SM-G76SI	Heart - Left Ventricle
GTEX-1KD4Q-0826-SM-G7POV	Artery - Aorta
GTEX-1KD4Q-0826-SM-GNIOW	Artery - Aorta
GTEX-1KD4Q-0926-SM-CXZKI	Lung
GTEX-1KD4Q-0926-SM-G6DMI	Lung
GTEX-1KD4Q-1026-SM-CXZKJ	Thyroid
GTEX-1KD4Q-1026-SM-G7FXS	Thyroid
GTEX-1KD4Q-1126-SM-CXZKK	Esophagus - Mucosa
GTEX-1KD4Q-1126-SM-G63AQ	Esophagus - Mucosa
GTEX-1KD4Q-1226-SM-DIPFU	Esophagus - Muscularis
GTEX-1KD4Q-1226-SM-G76SH	Esophagus - Muscularis
GTEX-1KD4Q-1326-SM-D4P3J	Esophagus - Gastroesophageal Junction
GTEX-1KD4Q-1326-SM-G89ZG	Esophagus - Gastroesophageal Junction
GTEX-1KD4Q-1426-SM-D4P3K	Adipose - Visceral (Omentum)
GTEX-1KD4Q-1426-SM-G8F29	Adipose - Visceral (Omentum)
GTEX-1KD4Q-1526-SM-D4P3L	Liver
GTEX-1KD4Q-1526-SM-G7PPW	Liver
GTEX-1KD4Q-1826-SM-DIPFV	Adrenal Gland
GTEX-1KD4Q-1826-SM-G7UFM	Adrenal Gland
GTEX-1KD4Q-2126-SM-EV7A6	Testis
GTEX-1KD4Q-2126-SM-G7UCS	Testis
GTEX-1KD4Q-2326-SM-D4P3M	Breast - Mammary Tissue
GTEX-1KD4Q-2326-SM-G5WA3	Breast - Mammary Tissue
GTEX-1KD4Q-2526-SM-CXZKL	Minor Salivary Gland
GTEX-1KD4Q-2526-SM-G6JHR	Minor Salivary Gland
GTEX-1KD4Q-2626-SM-G7UFE	Colon - Sigmoid
GTEX-1KD4Q-2626-SM-HLJQP	Colon - Sigmoid
GTEX-1KD4Q-2926-SM-D3L9N	Brain - Cortex
GTEX-1KD4Q-2926-SM-G66I1	Brain - Cortex
GTEX-1KD4Q-3026-SM-EV7A7	Brain - Cerebellum
GTEX-1KD4Q-3026-SM-G7FA4	Brain - Cerebellum
GTEX-1KD4Q-3126-SM-F2I22	Pituitary
GTEX-1KD4Q-3126-SM-G7FBA	Pituitary
GTEX-1KD5A-0001-SM-DE1KI	Whole Blood
GTEX-1KD5A-0001-SM-DJWXF	Whole Blood
GTEX-1KD5A-0006-SM-COH2D	Whole Blood
GTEX-1KD5A-0006-SM-DIPEB	Whole Blood
GTEX-1KD5A-0006-SM-G6398	Whole Blood
GTEX-1KD5A-0011-R10b-SM-F2TAC	Brain - Frontal Cortex (BA9)
GTEX-1KD5A-0011-R10b-SM-G6KXC	Brain - Frontal Cortex (BA9)
GTEX-1KD5A-0011-R11b-SM-F2I2U	Brain - Cerebellar Hemisphere
GTEX-1KD5A-0011-R11b-SM-G5SZ9	Brain - Cerebellar Hemisphere
GTEX-1KD5A-0011-R2b-SM-G6V2E	Brain - Substantia nigra
GTEX-1KD5A-0011-R2b-SM-G9EPP	Brain - Substantia nigra
GTEX-1KD5A-0011-R3b-SM-F2I2T	Brain - Anterior cingulate cortex (BA24)
GTEX-1KD5A-0011-R3b-SM-G6OOM	Brain - Anterior cingulate cortex (BA24)
GTEX-1KD5A-0011-R6a-SM-F3K5V	Brain - Nucleus accumbens (basal ganglia)
GTEX-1KD5A-0011-R6a-SM-G76UJ	Brain - Nucleus accumbens (basal ganglia)
GTEX-1KD5A-0011-R7a-SM-F3K5Y	Brain - Putamen (basal ganglia)
GTEX-1KD5A-0011-R7a-SM-G6LE9	Brain - Putamen (basal ganglia)
GTEX-1KD5A-0126-SM-E9U54	Skin - Not Sun Exposed (Suprapubic)
GTEX-1KD5A-0126-SM-G5WB8	Skin - Not Sun Exposed (Suprapubic)
GTEX-1KD5A-0226-SM-D5OV3	Skin - Sun Exposed (Lower leg)
GTEX-1KD5A-0226-SM-G6OL8	Skin - Sun Exposed (Lower leg)
GTEX-1KD5A-0326-SM-D5OVD	Adipose - Subcutaneous
GTEX-1KD5A-0326-SM-G8A6X	Adipose - Subcutaneous
GTEX-1KD5A-0426-SM-D4P3X	Thyroid
GTEX-1KD5A-0426-SM-G8A6L	Thyroid
GTEX-1KD5A-0526-SM-E9U55	Nerve - Tibial
GTEX-1KD5A-0526-SM-G8KWO	Nerve - Tibial
GTEX-1KD5A-0626-SM-DIPEN	Artery - Tibial
GTEX-1KD5A-0626-SM-G6JF1	Artery - Tibial
GTEX-1KD5A-0726-SM-DIPEO	Muscle - Skeletal
GTEX-1KD5A-0726-SM-G7PMV	Muscle - Skeletal
GTEX-1KD5A-0826-SM-DKPQ9	Artery - Aorta
GTEX-1KD5A-0826-SM-G8FER	Artery - Aorta
GTEX-1KD5A-0926-SM-D4P3U	Heart - Atrial Appendage
GTEX-1KD5A-0926-SM-G66I5	Heart - Left Ventricle
GTEX-1KD5A-1026-SM-CY8I8	Heart - Left Ventricle
GTEX-1KD5A-1026-SM-G8328	Heart - Left Ventricle
GTEX-1KD5A-1126-SM-CXZK6	Lung
GTEX-1KD5A-1126-SM-G71MF	Lung
GTEX-1KD5A-1226-SM-CXZK7	Liver
GTEX-1KD5A-1226-SM-G66ZW	Liver
GTEX-1KD5A-1326-SM-CYPTB	Adipose - Visceral (Omentum)
GTEX-1KD5A-1326-SM-G78GS	Adipose - Visceral (Omentum)
GTEX-1KD5A-1426-SM-D4P3V	Stomach
GTEX-1KD5A-1426-SM-G5WNV	Stomach
GTEX-1KD5A-1526-SM-D4P3W	Spleen
GTEX-1KD5A-1526-SM-G76T6	Spleen
GTEX-1KD5A-1826-SM-DHXJI	Testis
GTEX-1KD5A-1826-SM-G5T1D	Testis
GTEX-1KD5A-1926-SM-DKPQA	Breast - Mammary Tissue
GTEX-1KD5A-2226-SM-EV79U	Minor Salivary Gland
GTEX-1KD5A-2226-SM-G6KWH	Minor Salivary Gland
GTEX-1KD5A-2526-SM-CXZK8	Pituitary
GTEX-1KD5A-2526-SM-G89ZE	Pituitary
GTEX-1KWVE-0002-SM-HK78F	Cells - EBV-transformed lymphocytes
GTEX-1KWVE-0003-SM-DE1ID	Whole Blood
GTEX-1KWVE-0003-SM-DJWWN	Whole Blood
GTEX-1KWVE-0005-SM-CYPSE	Whole Blood
GTEX-1KWVE-0005-SM-DIPE4	Whole Blood
GTEX-1KWVE-0005-SM-G6397	Whole Blood
GTEX-1KWVE-0008-SM-G7FB6	Cells - Cultured fibroblasts
GTEX-1KWVE-0011-R10b-SM-F649A	Brain - Frontal Cortex (BA9)
GTEX-1KWVE-0011-R10b-SM-G6DNP	Brain - Frontal Cortex (BA9)
GTEX-1KWVE-0011-R11a-SM-F2I2O	Brain - Cerebellar Hemisphere
GTEX-1KWVE-0011-R11a-SM-G6EIC	Brain - Cerebellar Hemisphere
GTEX-1KWVE-0011-R1a-SM-F649B	Brain - Hippocampus
GTEX-1KWVE-0011-R1a-SM-G8A1O	Brain - Hippocampus
GTEX-1KWVE-0011-R2a-SM-G8OLX	Brain - Substantia nigra
GTEX-1KWVE-0011-R3b-SM-F649X	Brain - Anterior cingulate cortex (BA24)
GTEX-1KWVE-0011-R3b-SM-G6DNO	Brain - Anterior cingulate cortex (BA24)
GTEX-1KWVE-0011-R4a-SM-F3K5X	Brain - Amygdala
GTEX-1KWVE-0011-R4a-SM-G7FZ3	Brain - Amygdala
GTEX-1KWVE-0011-R5a-SM-G7UF4	Brain - Caudate (basal ganglia)
GTEX-1KWVE-0011-R5a-SM-G8LLB	Brain - Caudate (basal ganglia)
GTEX-1KWVE-0011-R6b-SM-G78I9	Brain - Nucleus accumbens (basal ganglia)
GTEX-1KWVE-0011-R6b-SM-G8ON2	Brain - Nucleus accumbens (basal ganglia)
GTEX-1KWVE-0011-R7b-SM-F6486	Brain - Putamen (basal ganglia)
GTEX-1KWVE-0011-R7b-SM-G7POA	Brain - Putamen (basal ganglia)
GTEX-1KWVE-0011-R8a-SM-F3K4V	Brain - Hypothalamus
GTEX-1KWVE-0011-R8a-SM-G76UD	Brain - Hypothalamus
GTEX-1KWVE-0126-SM-G6LD5	Thyroid
GTEX-1KWVE-0126-SM-HK7AQ	Thyroid
GTEX-1KWVE-0226-SM-E9TKK	Adipose - Visceral (Omentum)
GTEX-1KWVE-0226-SM-G8A7I	Adipose - Visceral (Omentum)
GTEX-1KWVE-0326-SM-EV7AF	Liver
GTEX-1KWVE-0326-SM-G6JHJ	Liver
GTEX-1KWVE-0426-SM-DHXJX	Lung
GTEX-1KWVE-0426-SM-G89ZY	Lung
GTEX-1KWVE-0726-SM-D4P3O	Adrenal Gland
GTEX-1KWVE-0726-SM-G8364	Adrenal Gland
GTEX-1KWVE-0826-SM-CXZKO	Kidney - Cortex
GTEX-1KWVE-0826-SM-G7UDL	Kidney - Cortex
GTEX-1KWVE-0926-SM-CXZKP	Muscle - Skeletal
GTEX-1KWVE-0926-SM-G89ZC	Muscle - Skeletal
GTEX-1KWVE-1026-SM-D3L9O	Skin - Not Sun Exposed (Suprapubic)
GTEX-1KWVE-1026-SM-G8KWF	Skin - Not Sun Exposed (Suprapubic)
GTEX-1KWVE-1126-SM-DHXJY	Testis
GTEX-1KWVE-1126-SM-G6EG8	Testis
GTEX-1KWVE-1226-SM-EV7AG	Prostate
GTEX-1KWVE-1226-SM-G63AK	Prostate
GTEX-1KWVE-1326-SM-E6CJ1	Adipose - Subcutaneous
GTEX-1KWVE-1326-SM-G8329	Adipose - Subcutaneous
GTEX-1KWVE-1426-SM-E9TJO	Skin - Sun Exposed (Lower leg)
GTEX-1KWVE-1426-SM-G7PNY	Skin - Sun Exposed (Lower leg)
GTEX-1KWVE-1526-SM-E6CJ2	Nerve - Tibial
GTEX-1KWVE-1526-SM-G6OLB	Nerve - Tibial
GTEX-1KWVE-1626-SM-DKPPA	Artery - Tibial
GTEX-1KWVE-2126-SM-CXZKM	Pituitary
GTEX-1KWVE-2126-SM-G6ONO	Pituitary
GTEX-1KWVE-2226-SM-CXZKN	Brain - Cerebellum
GTEX-1KWVE-2226-SM-G5T1U	Brain - Cerebellum
GTEX-1KWVE-2326-SM-D4P3N	Brain - Cortex
GTEX-1KWVE-2326-SM-G78HP	Brain - Cortex
GTEX-1KWVE-2726-SM-G6OLP	Breast - Mammary Tissue
GTEX-1KWVE-2726-SM-HAV3Z	Breast - Mammary Tissue
GTEX-1KWVE-2726-SM-HKZZU	Breast - Mammary Tissue
GTEX-1KXAM-0001-SM-G711K	Cells - EBV-transformed lymphocytes
GTEX-1KXAM-0001-SM-HK7AB	Cells - EBV-transformed lymphocytes
GTEX-1KXAM-0004-SM-DE1K5	Whole Blood
GTEX-1KXAM-0004-SM-DJWX8	Whole Blood
GTEX-1KXAM-0005-SM-COH2F	Whole Blood
GTEX-1KXAM-0005-SM-DIPEC	Whole Blood
GTEX-1KXAM-0005-SM-G6LC3	Whole Blood
GTEX-1KXAM-0008-SM-G6JIZ	Cells - Cultured fibroblasts
GTEX-1KXAM-0126-SM-G671T	Spleen
GTEX-1KXAM-0126-SM-HL9S2	Spleen
GTEX-1KXAM-0226-SM-EV7AP	Pancreas
GTEX-1KXAM-0226-SM-G6JHM	Pancreas
GTEX-1KXAM-0326-SM-EV7AQ	Adrenal Gland
GTEX-1KXAM-0326-SM-G71MD	Adrenal Gland
GTEX-1KXAM-0426-SM-CYKMP	Lung
GTEX-1KXAM-0426-SM-DHXKG	Lung
GTEX-1KXAM-0426-SM-G6ON6	Lung
GTEX-1KXAM-0426-SM-GW2CW	Lung
GTEX-1KXAM-0526-SM-DKPQN	Adipose - Visceral (Omentum)
GTEX-1KXAM-0526-SM-G8FEU	Adipose - Visceral (Omentum)
GTEX-1KXAM-0626-SM-DHXKH	Esophagus - Muscularis
GTEX-1KXAM-0626-SM-G89ZZ	Esophagus - Muscularis
GTEX-1KXAM-0726-SM-E9U5I	Esophagus - Gastroesophageal Junction
GTEX-1KXAM-0726-SM-G63FL	Esophagus - Gastroesophageal Junction
GTEX-1KXAM-0826-SM-CXZK9	Esophagus - Mucosa
GTEX-1KXAM-0826-SM-G6ONP	Esophagus - Mucosa
GTEX-1KXAM-0926-SM-CXZKA	Stomach
GTEX-1KXAM-0926-SM-G5SXM	Stomach
GTEX-1KXAM-1026-SM-CY8IA	Breast - Mammary Tissue
GTEX-1KXAM-1026-SM-G6OKY	Breast - Mammary Tissue
GTEX-1KXAM-1126-SM-E9TJU	Prostate
GTEX-1KXAM-1126-SM-G6LDD	Prostate
GTEX-1KXAM-1226-SM-E9TJV	Artery - Aorta
GTEX-1KXAM-1226-SM-G5WOL	Artery - Aorta
GTEX-1KXAM-1326-SM-E9TJW	Heart - Left Ventricle
GTEX-1KXAM-1326-SM-G7PNZ	Heart - Left Ventricle
GTEX-1KXAM-1426-SM-D3LAC	Heart - Atrial Appendage
GTEX-1KXAM-1426-SM-G6V1C	Heart - Atrial Appendage
GTEX-1KXAM-1526-SM-D4P3Y	Artery - Coronary
GTEX-1KXAM-1526-SM-G8331	Artery - Coronary
GTEX-1KXAM-1626-SM-D3LAD	Skin - Not Sun Exposed (Suprapubic)
GTEX-1KXAM-1626-SM-G6ZZT	Skin - Not Sun Exposed (Suprapubic)
GTEX-1KXAM-1726-SM-D3LAE	Thyroid
GTEX-1KXAM-1726-SM-G6ONU	Thyroid
GTEX-1KXAM-1826-SM-D3LAF	Testis
GTEX-1KXAM-1826-SM-G6KWS	Testis
GTEX-1KXAM-1926-SM-D3LAG	Colon - Sigmoid
GTEX-1KXAM-2026-SM-DHXKI	Small Intestine - Terminal Ileum
GTEX-1KXAM-2026-SM-G639N	Small Intestine - Terminal Ileum
GTEX-1KXAM-2126-SM-CY8I9	Colon - Transverse
GTEX-1KXAM-2126-SM-G5W9U	Colon - Transverse
GTEX-1KXAM-2226-SM-CYPTC	Skin - Sun Exposed (Lower leg)
GTEX-1KXAM-2226-SM-G8EZV	Skin - Sun Exposed (Lower leg)
GTEX-1KXAM-2326-SM-CYPTD	Adipose - Subcutaneous
GTEX-1KXAM-2326-SM-G8KRT	Adipose - Subcutaneous
GTEX-1KXAM-2426-SM-CYKMT	Muscle - Skeletal
GTEX-1KXAM-2426-SM-DIPFC	Muscle - Skeletal
GTEX-1KXAM-2426-SM-G6UZH	Muscle - Skeletal
GTEX-1KXAM-2526-SM-DIPFD	Nerve - Tibial
GTEX-1KXAM-2526-SM-G78H3	Nerve - Tibial
GTEX-1KXAM-5013-SM-AN492	Heart - Left Ventricle
GTEX-1KXAM-5019-SM-AN493	Muscle - Skeletal
GTEX-1L5NE-0002-SM-DE1ND	Whole Blood
GTEX-1L5NE-0002-SM-DJWXX	Whole Blood
GTEX-1L5NE-0003-SM-G7PQJ	Cells - EBV-transformed lymphocytes
GTEX-1L5NE-0003-SM-HK79T	Cells - EBV-transformed lymphocytes
GTEX-1L5NE-0005-SM-COH2L	Whole Blood
GTEX-1L5NE-0005-SM-DIPEG	Whole Blood
GTEX-1L5NE-0005-SM-G5WN7	Whole Blood
GTEX-1L5NE-0008-SM-G7FB5	Cells - Cultured fibroblasts
GTEX-1L5NE-0126-SM-G7FAP	Adrenal Gland
GTEX-1L5NE-0126-SM-HLJQG	Adrenal Gland
GTEX-1L5NE-0226-SM-G6UEH	Thyroid
GTEX-1L5NE-0226-SM-HAUYM	Thyroid
GTEX-1L5NE-0326-SM-E6CIC	Artery - Aorta
GTEX-1L5NE-0326-SM-G8FEK	Artery - Aorta
GTEX-1L5NE-0426-SM-E9TIX	Heart - Left Ventricle
GTEX-1L5NE-0426-SM-G6V23	Heart - Left Ventricle
GTEX-1L5NE-0526-SM-DIPG5	Heart - Atrial Appendage
GTEX-1L5NE-0526-SM-G6LC8	Heart - Atrial Appendage
GTEX-1L5NE-0726-SM-CXZKQ	Lung
GTEX-1L5NE-0726-SM-G7UFP	Lung
GTEX-1L5NE-0726-SM-GW17C	Lung
GTEX-1L5NE-0826-SM-DHXKU	Pancreas
GTEX-1L5NE-0826-SM-G639Q	Pancreas
GTEX-1L5NE-0926-SM-D4P3P	Spleen
GTEX-1L5NE-0926-SM-G6EH8	Spleen
GTEX-1L5NE-1026-SM-D3LAP	Prostate
GTEX-1L5NE-1026-SM-G6JI1	Prostate
GTEX-1L5NE-1126-SM-D3L9P	Skin - Not Sun Exposed (Suprapubic)
GTEX-1L5NE-1126-SM-G8FFU	Skin - Not Sun Exposed (Suprapubic)
GTEX-1L5NE-1226-SM-D3L9Q	Esophagus - Gastroesophageal Junction
GTEX-1L5NE-1226-SM-G6V1A	Esophagus - Gastroesophageal Junction
GTEX-1L5NE-1326-SM-CY8II	Esophagus - Muscularis
GTEX-1L5NE-1326-SM-G6UZN	Esophagus - Muscularis
GTEX-1L5NE-1426-SM-DHXKV	Esophagus - Mucosa
GTEX-1L5NE-1426-SM-G6ZZB	Esophagus - Mucosa
GTEX-1L5NE-1526-SM-DIPFW	Stomach
GTEX-1L5NE-1526-SM-G832I	Stomach
GTEX-1L5NE-1626-SM-DHXKW	Testis
GTEX-1L5NE-1626-SM-G639R	Testis
GTEX-1L5NE-1726-SM-DHXKX	Adipose - Visceral (Omentum)
GTEX-1L5NE-1726-SM-G63EA	Adipose - Visceral (Omentum)
GTEX-1L5NE-1826-SM-EV79T	Small Intestine - Terminal Ileum
GTEX-1L5NE-1826-SM-G63AF	Small Intestine - Terminal Ileum
GTEX-1L5NE-1926-SM-D3L9R	Colon - Sigmoid
GTEX-1L5NE-1926-SM-G7UFT	Colon - Sigmoid
GTEX-1L5NE-2026-SM-CXZKR	Colon - Transverse
GTEX-1L5NE-2026-SM-G6JHS	Colon - Transverse
GTEX-1L5NE-2126-SM-CY8IH	Breast - Mammary Tissue
GTEX-1L5NE-2126-SM-G7PPU	Breast - Mammary Tissue
GTEX-1L5NE-2226-SM-CXZKS	Muscle - Skeletal
GTEX-1L5NE-2226-SM-G5WNK	Muscle - Skeletal
GTEX-1L5NE-2426-SM-E6CID	Nerve - Tibial
GTEX-1L5NE-2426-SM-G671J	Nerve - Tibial
GTEX-1L5NE-2526-SM-E6CIE	Skin - Sun Exposed (Lower leg)
